churn_reason,Customer ID,Total Refunds,Total Charges,Total Revenue,Paperless Billing,Total Long Distance Charges,Total Extra Data Charges,Contract,Tenure in Months,Number of Referrals,Monthly Charge,Payment Method,Customer Status,Avg Monthly GB Download
,0356-ERHVT,0,521.9,664.35,Yes,142.45,0,Month-to-Month,11,1,45.9,Bank Withdrawal,Stayed,6
,0356-OBMAC,0,5706.3,6676.78,Yes,970.48,0,Two Year,56,0,99.9,Bank Withdrawal,Stayed,16
,0357-NVCRI,0,471.7,793.45,No,321.75,0,Month-to-Month,25,0,20.05,Credit Card,Stayed,
,0361-HJRDX,0,4539.6,4669.6,No,0,130,Two Year,68,0,-8,Credit Card,Stayed,28
,0362-RAOQO,0,830.25,1871.45,No,1041.2,0,Two Year,40,0,19.65,Credit Card,Stayed,
18,0362-ZBZWJ,0,3067.2,3954.96,Yes,887.76,0,Month-to-Month,36,0,84.9,Bank Withdrawal,Churned,22
18,0363-QJVFX,0,3432.9,4318.98,Yes,886.08,0,Month-to-Month,32,0,108.15,Credit Card,Churned,73
,0363-SVHYR,0,6263.8,6981.61,No,717.81,0,Two Year,71,10,86.85,Bank Withdrawal,Stayed,59
,0365-BZUWY,0,1742.5,1914.37,Yes,171.87,0,Month-to-Month,17,2,102.55,Bank Withdrawal,Stayed,2
,0365-GXEZS,0,1468.75,2040.97,No,572.22,0,Month-to-Month,18,6,78.2,Bank Withdrawal,Stayed,19
,0365-TRTPY,0,3382.3,3816.31,No,434.01,0,Month-to-Month,37,0,91.2,Bank Withdrawal,Stayed,30
,0366-NQSHS,0,46.35,135.03,No,88.68,0,Month-to-Month,2,0,19.35,Credit Card,Joined,
,0369-ZGOVK,0,1992.2,2354.52,Yes,362.32,0,One Year,28,6,70.4,Bank Withdrawal,Stayed,24
,0373-AIVNJ,0,373,373,No,0,0,One Year,9,0,39.55,Credit Card,Stayed,19
,0374-AACSZ,0,50.15,138.48,No,38.33,50,Month-to-Month,1,0,50.15,Bank Withdrawal,Joined,24
,0374-FIUCA,0,1414.45,2939.35,Yes,1524.9,0,Two Year,65,1,20.4,Credit Card,Stayed,
,0374-IOEGQ,0,122.7,169.47,No,46.77,0,Month-to-Month,3,0,44.6,Bank Withdrawal,Joined,27
9,0375-HVGXO,0,34.7,34.7,Yes,0,0,Month-to-Month,1,0,34.7,Bank Withdrawal,Churned,8
,0376-OIWME,16.56,3366.05,4837.37,Yes,1487.88,0,Month-to-Month,36,3,93.6,Bank Withdrawal,Stayed,41
8,0376-YMCJC,4.73,1943.2,2828.34,Yes,889.87,0,Month-to-Month,23,0,90.6,Bank Withdrawal,Churned,69
,0377-JBKKT,0,1271.8,2208.56,Yes,936.76,0,Month-to-Month,22,9,57.95,Credit Card,Stayed,82
,0378-CJKPV,18.88,7965.95,8275.39,No,328.32,0,Two Year,72,1,112.1,Credit Card,Stayed,18
19,0378-NHQXU,0,1460.65,1765.12,No,304.47,0,Month-to-Month,17,7,88.25,Bank Withdrawal,Churned,9
2,0378-TOVMS,0,272.2,304,No,31.8,0,Month-to-Month,3,0,85.8,Bank Withdrawal,Churned,73
10,0378-XSZPU,0,3563.8,4562.56,No,998.76,0,One Year,58,1,60.3,Credit Card,Churned,21
,0379-DJQHR,0,5398.6,8430.35,No,3031.75,0,Two Year,67,1,81.35,Credit Card,Stayed,18
,0380-NEAVX,0,3343.15,4533.15,Yes,1190,0,One Year,34,0,99.85,Bank Withdrawal,Stayed,12
,0380-ZCSBI,0,198.7,242.9,No,44.2,0,Month-to-Month,10,0,20,Credit Card,Stayed,
,0383-CLDDA,0,5897.4,7171.83,Yes,1274.43,0,Two Year,69,0,85.35,Credit Card,Stayed,28
,0384-LPITE,0,2511.55,2511.55,No,0,0,One Year,40,0,62.05,Credit Card,Stayed,19
,0384-RVBPI,0,1398.6,1650.6,No,252,0,Month-to-Month,20,0,64.4,Credit Card,Stayed,29
,0386-CWRGM,0,967.85,3152.85,No,2185,0,Two Year,46,9,19.4,Credit Card,Stayed,
12,0388-EOPEX,0,139.4,158.98,Yes,19.58,0,Month-to-Month,2,1,74.4,Bank Withdrawal,Churned,41
9,0390-DCFDQ,0,70.45,85.73,Yes,15.28,0,Month-to-Month,1,1,70.45,Mailed Check,Churned,30
,0392-BZIUW,0,7589.8,8063.56,Yes,473.76,0,Two Year,72,7,105,Credit Card,Stayed,7
,0394-YONDK,0,1790.15,1875.55,No,85.4,0,Two Year,70,0,25.15,Credit Card,Stayed,
,0396-HUJBP,0,44.4,144.22,No,99.82,0,Month-to-Month,2,0,19.3,Credit Card,Joined,
,0396-UKGAI,0,1284.2,1320.54,Yes,36.34,0,Month-to-Month,23,0,55.3,Bank Withdrawal,Stayed,47
,0396-YCHWO,0,3474.2,4935.08,Yes,1460.88,0,Month-to-Month,36,4,95.4,Bank Withdrawal,Stayed,12
6,0397-GZBBC,8.13,5574.75,6202.64,Yes,636.02,0,Month-to-Month,59,0,93.85,Bank Withdrawal,Churned,15
,0397-ZXWQF,0,1430.95,4600.72,No,3169.77,0,Two Year,67,0,20.5,Bank Withdrawal,Stayed,
,0401-WDBXM,0,7542.25,8152.01,Yes,599.76,10,Two Year,72,4,105.55,Bank Withdrawal,Stayed,59
13,0402-CQAJN,0,3545.35,4434.83,Yes,889.48,0,Month-to-Month,37,0,101.9,Bank Withdrawal,Churned,59
,0402-OAMEN,0,1709.1,3189.42,No,1480.32,0,Two Year,72,4,24.45,Bank Withdrawal,Stayed,
,0404-AHASP,0,1421.9,3435.74,No,2013.84,0,Two Year,72,10,19.7,Credit Card,Stayed,
7,0404-SWRVG,8.74,229.55,264.61,Yes,43.8,0,Month-to-Month,3,0,74.4,Bank Withdrawal,Churned,71
15,0406-BPDVR,0,5373.1,7181.56,Yes,1808.46,0,One Year,54,0,101.5,Credit Card,Churned,8
3,0407-BDJKB,0,5742.9,7856.1,Yes,2113.2,0,Month-to-Month,60,1,95.75,Bank Withdrawal,Churned,16
,0409-WTMPL,0,6526.65,8727.75,Yes,2201.1,0,One Year,58,8,110.65,Credit Card,Stayed,18
,0410-IPFTY,11.37,2674.15,3035.71,Yes,372.93,0,Month-to-Month,31,1,83.85,Bank Withdrawal,Stayed,9
,0411-EZJZE,0,170.5,300.8,Yes,60.3,70,Month-to-Month,3,0,60.25,Bank Withdrawal,Joined,29
,0412-UCCNP,0,3175.85,3851.25,Yes,675.4,0,Two Year,55,0,59.2,Bank Withdrawal,Stayed,48
12,0415-MOSGF,0,44.4,70.93,No,26.53,0,Month-to-Month,1,0,44.4,Credit Card,Churned,30
,0419-YAAPX,0,4297.95,4994.24,Yes,696.29,0,Month-to-Month,49,1,85.3,Credit Card,Stayed,23
12,0420-BWTPW,0,215.2,215.2,No,0,0,Month-to-Month,8,0,25.5,Mailed Check,Churned,16
,0420-HLGXF,0,4036,4427.17,Yes,391.17,0,Two Year,39,0,99.75,Bank Withdrawal,Stayed,13
,0420-TXVSG,0,4428.45,6917.31,Yes,2488.86,0,Two Year,66,9,66.1,Credit Card,Stayed,15
,0422-OHQHQ,0,295.95,815.4,No,519.45,0,One Year,15,7,20.55,Credit Card,Stayed,
,0422-UXFAP,0,4947.55,7511.27,Yes,2433.72,130,One Year,51,1,98.85,Bank Withdrawal,Stayed,23
,0423-UDIJQ,0,447.9,511.89,No,63.99,0,Two Year,9,0,49.2,Mailed Check,Stayed,12
4,0426-TIRNE,0,20.9,36.41,No,15.51,0,Month-to-Month,1,0,20.9,Credit Card,Churned,
,0428-AXXLJ,0,516.3,605.8,Yes,89.5,0,One Year,25,0,19.5,Bank Withdrawal,Stayed,
,0428-IKYCP,0,1850.65,2921.61,Yes,1070.96,0,Month-to-Month,22,9,87,Bank Withdrawal,Stayed,18
,0430-IHCDJ,0,749.25,925.5,Yes,176.25,0,Month-to-Month,15,0,49,Bank Withdrawal,Stayed,28
17,0431-APWVY,0,2598.95,3111.63,Yes,512.68,0,One Year,28,1,90.1,Bank Withdrawal,Churned,13
,0432-CAJZV,0,237.65,253.82,No,16.17,0,Month-to-Month,3,0,90.7,Credit Card,Joined,10
,0434-CSFON,0,4707.1,6500.15,Yes,1793.05,0,Month-to-Month,47,3,100.5,Bank Withdrawal,Stayed,14
,0436-TWFFZ,1.31,5714.2,6296.46,Yes,583.57,0,Two Year,67,0,85.25,Mailed Check,Stayed,41
,0439-IFYUN,0,1294.6,1694.22,Yes,379.62,20,Month-to-Month,18,0,74.7,Bank Withdrawal,Stayed,18
,0440-EKDCF,0,3753.2,5842.6,Yes,2089.4,0,Two Year,62,1,60.15,Credit Card,Stayed,15
,0440-MOGPM,0,3263.9,3516.46,Yes,252.56,0,One Year,41,0,80.55,Bank Withdrawal,Stayed,12
,0440-QEXBZ,0,2139.1,2949.58,Yes,810.48,0,Month-to-Month,44,0,50.15,Credit Card,Stayed,22
,0440-UEDAI,0,5042.75,6838.39,Yes,1795.64,0,One Year,53,0,94.45,Credit Card,Stayed,6
,0442-TDYUO,0,1036,2622.88,Yes,1586.88,0,Two Year,48,4,20.05,Credit Card,Stayed,
,0442-ZXKVS,0,6431.05,8791.39,Yes,2360.34,0,One Year,54,2,115.6,Bank Withdrawal,Stayed,12
6,0447-BEMNG,0,2145,2285,Yes,0,140,Month-to-Month,48,3,45.3,Bank Withdrawal,Churned,58
,0447-RXSGD,0,2404.85,3021.17,Yes,616.32,0,Month-to-Month,24,0,99.65,Bank Withdrawal,Stayed,6
,0454-OKRCT,0,2651.1,3801.15,No,1150.05,0,Two Year,33,0,80.6,Bank Withdrawal,Stayed,27
,0455-ENTCR,0,5538.35,8366.45,No,2828.1,0,Two Year,66,1,85.25,Bank Withdrawal,Stayed,21
,0455-XFASS,33.8,200.2,171.41,Yes,5.01,0,Month-to-Month,3,3,69.55,Bank Withdrawal,Joined,19
,0458-HEUZG,0,450.4,550.4,No,0,100,Two Year,13,0,35.4,Credit Card,Stayed,13
,0459-SPZHJ,0,5435,6282.35,No,847.35,0,Two Year,63,1,83.5,Credit Card,Stayed,69
12,0461-CVKMU,0,1900.25,2792.88,No,892.63,0,Month-to-Month,23,0,83.8,Bank Withdrawal,Churned,28
,0463-TXOAK,0,1334.5,2536.74,No,1202.24,0,Two Year,52,0,25.6,Credit Card,Stayed,
,0463-WZZKO,0,67.1,116.27,Yes,49.17,0,Month-to-Month,3,0,20.75,Credit Card,Joined,
,0463-ZSDNT,0,503.25,836.25,Yes,303,30,Month-to-Month,10,0,56.75,Bank Withdrawal,Stayed,73
,0464-WJTKO,0,1460.85,2481.09,No,1020.24,0,Two Year,72,10,20.1,Bank Withdrawal,Stayed,
,0468-YRPXN,0,2807.1,4204.9,Yes,1397.8,0,Month-to-Month,29,0,98.8,Credit Card,Stayed,19
,0471-ARVMX,0,6312.9,7722.78,Yes,1409.88,0,One Year,62,8,104.85,Bank Withdrawal,Stayed,18
8,0471-LVHGK,0,3001.2,3653.51,Yes,652.31,0,One Year,41,1,73,Bank Withdrawal,Churned,29
15,0475-RIJEP,0,3365.85,5478.44,Yes,2112.59,0,Month-to-Month,43,0,77.85,Bank Withdrawal,Churned,25
,0479-HMSWA,0,2715.3,2779.78,Yes,64.48,0,Two Year,26,0,105.45,Bank Withdrawal,Stayed,19
,0480-BIXDE,0,1743.05,1945.97,Yes,202.92,0,Month-to-Month,19,9,96.8,Bank Withdrawal,Stayed,23
,0480-KYJVA,49.76,1784.5,5161.94,No,3427.2,0,Two Year,72,8,24.25,Credit Card,Stayed,
,0481-SUMCB,0,4735.35,6270.75,Yes,1535.4,0,One Year,45,0,102.15,Bank Withdrawal,Stayed,15
,0484-FFVBJ,0,2010.95,2507.59,Yes,496.64,0,One Year,32,0,64.85,Bank Withdrawal,Stayed,12
,0484-JPBRU,0,996.45,2686.06,Yes,1689.61,0,Month-to-Month,41,0,25.25,Bank Withdrawal,Stayed,
,0485-ZBSLN,0,1715.1,4087.6,No,2372.5,0,Two Year,65,4,24.75,Credit Card,Stayed,
14,0486-HECZI,0,5238.9,7937.2,Yes,2698.3,0,Month-to-Month,55,0,96.75,Bank Withdrawal,Churned,27
,0486-LGCCH,0,225.75,674.11,No,448.36,0,Two Year,11,2,19.65,Credit Card,Stayed,
,0487-CRLZF,0,3721.9,4089.89,Yes,367.99,0,Two Year,49,0,74.45,Bank Withdrawal,Stayed,13
,0487-RPVUM,0,5943.65,6867.8,No,924.15,0,Month-to-Month,61,1,99.4,Bank Withdrawal,Stayed,28
,0487-VVUVK,0,477.6,954.85,Yes,477.25,0,Month-to-Month,25,5,19.15,Credit Card,Stayed,
7,0488-GSLFR,0,69.5,77.81,Yes,8.31,0,Month-to-Month,1,0,69.5,Bank Withdrawal,Churned,27
,0489-WMEMG,0,1119.35,1713.9,Yes,594.55,0,One Year,23,0,49.45,Bank Withdrawal,Stayed,53
,0491-KAPQG,0,1558.7,2158.04,Yes,599.34,0,Month-to-Month,21,0,73.7,Bank Withdrawal,Stayed,42
17,0495-RVCBF,0,79.7,113.58,Yes,33.88,0,Month-to-Month,1,0,79.7,Bank Withdrawal,Churned,26
11,0495-ZBNGW,0,343.95,397.25,Yes,33.3,20,Month-to-Month,5,1,-1,Bank Withdrawal,Churned,14
,0496-AHOOK,0,1712.9,2501.54,No,788.64,0,One Year,24,10,74.4,Bank Withdrawal,Stayed,30
9,0504-HHAPI,0,2467.75,2925.13,No,457.38,0,Month-to-Month,27,0,88.3,Credit Card,Churned,11
,0505-SPOOW,0,1397.65,2217.35,No,819.7,0,Two Year,70,7,19.8,Bank Withdrawal,Stayed,
2,0506-LVNGN,0,349.65,561.3,Yes,211.65,0,Month-to-Month,5,0,75.55,Credit Card,Churned,9
,0506-YLVKJ,0,917.45,3029.77,Yes,2112.32,0,Two Year,46,1,20.2,Credit Card,Stayed,
,0508-OOLTO,0,135.75,193.81,Yes,58.06,0,Month-to-Month,2,5,71.65,Bank Withdrawal,Joined,10
,0508-SQWPL,0,1087.7,2607.89,Yes,1520.19,0,Two Year,57,9,20.1,Bank Withdrawal,Stayed,
5,0511-JTEOY,0,71.1,81.29,No,10.19,0,Month-to-Month,1,0,71.1,Mailed Check,Churned,9
,0512-FLFDW,0,6029,7689.8,Yes,1660.8,0,One Year,60,3,100.5,Credit Card,Stayed,26
,0513-RBGPE,16.97,2278.75,2428.28,Yes,166.5,0,Two Year,37,6,62.8,Credit Card,Stayed,9
2,0515-YPMCW,0,70.45,123.32,Yes,42.87,10,Month-to-Month,1,0,70.45,Credit Card,Churned,8
,0516-OOHAR,0,2799,3015.44,No,216.44,0,One Year,28,8,100.35,Bank Withdrawal,Stayed,13
,0516-QREYC,0,459.95,901.31,Yes,441.36,0,Two Year,24,0,20.3,Credit Card,Stayed,
,0516-UXRMT,14.21,5755.8,7222.15,Yes,1480.56,0,One Year,62,0,92.05,Bank Withdrawal,Stayed,47
12,0516-VRYBW,0,390.85,551.95,No,161.1,0,One Year,18,0,20.15,Bank Withdrawal,Churned,
10,0516-WJVXC,0,308.25,326.3,No,18.05,0,Month-to-Month,5,0,54.2,Bank Withdrawal,Churned,69
,0519-DRGTI,0,442.6,1291.8,No,849.2,0,Month-to-Month,20,9,20.35,Credit Card,Stayed,
3,0519-XUZJU,0,70.75,96.75,No,26,0,Month-to-Month,1,0,70.75,Mailed Check,Churned,8
6,0520-FDVVT,0,3626.1,5020.5,Yes,1394.4,0,One Year,35,0,102.35,Bank Withdrawal,Churned,48
,0523-VNGTF,0,2566.3,2566.3,Yes,0,0,Two Year,52,0,50.5,Bank Withdrawal,Stayed,23
9,0524-IAVZO,0,2624.25,2768.85,Yes,144.6,0,Month-to-Month,30,1,85,Bank Withdrawal,Churned,41
,0526-SXDJP,0,2962,2962,No,0,0,Two Year,72,7,42.1,Bank Withdrawal,Stayed,17
12,0529-ONKER,0,1146.65,1842.35,No,695.7,0,Month-to-Month,15,0,75.65,Bank Withdrawal,Churned,19
,0530-IJVDB,0,7882.5,9749.4,Yes,1866.9,0,Two Year,70,0,114.6,Bank Withdrawal,Stayed,17
,0531-XBKMM,0,4378.9,6498.82,No,2119.92,0,Two Year,66,0,65.7,Bank Withdrawal,Stayed,17
,0531-ZZJWQ,0,4052.4,6411.9,Yes,2359.5,0,Two Year,55,6,74,Bank Withdrawal,Stayed,27
5,0533-BNWKF,0,4874.7,7319.8,Yes,2355.1,90,Month-to-Month,55,2,85.45,Bank Withdrawal,Churned,27
,0533-UCAAU,0,4140.1,6885.22,Yes,2745.12,0,One Year,57,2,71.1,Credit Card,Stayed,10
,0536-ACXIP,0,8165.1,11347.5,Yes,3182.4,0,Two Year,72,9,109.55,Bank Withdrawal,Stayed,2
,0536-BGFMZ,0,563.05,1748.29,No,1185.24,0,Month-to-Month,28,3,20.5,Credit Card,Stayed,
,0536-ESJEP,0,4191.45,4957.17,Yes,765.72,0,Two Year,54,8,74.55,Bank Withdrawal,Stayed,25
,0537-QYZZN,0,1857.75,1955.19,Yes,97.44,0,Two Year,24,6,79.85,Bank Withdrawal,Stayed,28
,0541-FITGH,0,113.1,209.88,Yes,96.78,0,Month-to-Month,2,6,62.15,Mailed Check,Joined,24
,0547-HURJB,0,235.8,468.36,No,232.56,0,Month-to-Month,12,0,21.05,Credit Card,Stayed,
,0549-CYCQN,16.73,3974.7,5228.89,Yes,1270.92,0,One Year,51,0,79.6,Bank Withdrawal,Stayed,11
,0550-DCXLH,49.02,931.55,1415.4,No,532.87,0,Month-to-Month,13,0,73.35,Mailed Check,Stayed,21
,0556-FJEGU,0,4048.95,6802.21,No,2753.26,0,Two Year,58,0,70.1,Bank Withdrawal,Stayed,69
,0557-ASKVU,0,957.1,1766.56,Yes,809.46,0,One Year,18,2,54.4,Credit Card,Stayed,7
,0559-CKHUS,0,521.8,1970.64,Yes,1448.84,0,Two Year,29,6,19.55,Credit Card,Stayed,
,0562-FGDCR,0,5430.65,7003.13,No,1572.48,0,Two Year,72,9,74.55,Credit Card,Stayed,30
,0562-HKHML,0,1626.4,2974.69,No,1348.29,0,Two Year,71,9,23.9,Credit Card,Stayed,
,0562-KBDVM,0,3058.15,3058.15,Yes,0,0,Two Year,70,0,44.6,Bank Withdrawal,Stayed,11
4,0564-JJHGS,0,829.1,1002.08,Yes,172.98,0,Month-to-Month,9,0,95.5,Bank Withdrawal,Churned,10
,0564-MUUQK,0,1916.2,2690.4,Yes,774.2,0,Month-to-Month,20,5,95.5,Bank Withdrawal,Stayed,48
5,0565-IYCGT,0,5356.45,7383.67,Yes,2027.22,0,One Year,69,0,78.6,Credit Card,Churned,9
,0565-JUPYD,0,6590.8,7942.15,No,1351.35,0,One Year,63,0,104.5,Credit Card,Stayed,85
,0567-GGCAC,0,438.9,549.78,No,110.88,0,Month-to-Month,7,0,61.4,Bank Withdrawal,Stayed,14
,0567-XRHCU,0,2960.1,2960.1,Yes,0,0,Two Year,69,7,43.95,Credit Card,Stayed,59
16,0568-ONFPC,0,135,335.25,Yes,200.25,0,Month-to-Month,5,1,25.9,Bank Withdrawal,Churned,
,0570-BFQHT,2.28,653.9,944.75,No,293.13,0,Month-to-Month,9,0,80.55,Bank Withdrawal,Stayed,13
,0572-ZJKLT,9.35,4630.2,6886.81,No,2265.96,0,Two Year,46,10,99.65,Credit Card,Stayed,18
,0575-CUQOV,0,5867,6890,Yes,1023,0,One Year,60,10,97.95,Bank Withdrawal,Stayed,21
3,0576-WNXXC,0,2510.2,3576.43,Yes,1066.23,0,Month-to-Month,27,1,95.55,Bank Withdrawal,Churned,7
,0577-WHMEV,0,1374.9,1820.18,No,445.28,0,Month-to-Month,16,2,90.7,Bank Withdrawal,Stayed,52
2,0578-SKVMF,0,1845.9,1934.12,No,88.22,0,Month-to-Month,22,4,83.3,Bank Withdrawal,Churned,53
,0580-PIQHM,0,3930.55,4534.48,Yes,603.93,0,One Year,41,7,101.6,Bank Withdrawal,Stayed,82
,0581-BXBUB,0,317.75,460.43,No,142.68,0,Two Year,4,0,72.75,Bank Withdrawal,Stayed,8
,0581-MDMPW,0,2072.75,3130.91,Yes,1058.16,0,Month-to-Month,24,0,88.95,Credit Card,Stayed,9
,0582-AVCLN,0,743.05,2384.27,No,1641.22,0,Two Year,38,0,20.3,Credit Card,Stayed,
,0584-BJQGZ,0,1837.9,2539.15,Yes,701.25,0,Month-to-Month,25,0,78.35,Bank Withdrawal,Stayed,85
,0585-EGDDA,41.74,3168.75,4695.81,Yes,1568.8,0,Month-to-Month,40,8,80,Bank Withdrawal,Stayed,27
8,0587-DMGBH,13.01,365.55,664.86,Yes,302.32,10,Month-to-Month,8,0,49.85,Bank Withdrawal,Churned,25
,0594-UFTUL,0,252,774.6,Yes,522.6,0,Month-to-Month,13,1,19.85,Credit Card,Stayed,
,0595-ITUDF,0,5960.5,8173.62,Yes,2213.12,0,Month-to-Month,64,0,91.8,Bank Withdrawal,Stayed,27
2,0596-BQCEQ,0,6283.3,9295.26,Yes,3011.96,0,Month-to-Month,62,1,100.15,Bank Withdrawal,Churned,13
,0599-XNYDO,0,1540.35,2410.15,Yes,869.8,0,Month-to-Month,20,0,69.8,Bank Withdrawal,Stayed,28
18,0601-WZHJF,0,667.7,667.7,No,0,0,Month-to-Month,14,1,46.35,Bank Withdrawal,Churned,12
,0602-DDUML,0,3894.4,5954.38,No,2059.98,0,Two Year,57,0,69.75,Mailed Check,Stayed,48
,0603-OLQDC,0,837.5,1162.34,Yes,324.84,0,Month-to-Month,12,0,69.85,Mailed Check,Stayed,29
,0603-TPMIB,0,1534.05,4033.88,No,2499.83,0,Two Year,59,0,25.45,Credit Card,Stayed,
,0604-THJFP,0,4542.35,5030.87,Yes,488.52,0,Two Year,59,4,75.95,Credit Card,Stayed,22
14,0607-DAAHE,0,1052.35,2441.48,No,1389.13,0,Two Year,53,0,19.75,Bank Withdrawal,Churned,
,0607-MVMGC,0,3600.65,5392.55,No,1791.9,0,One Year,45,3,78.75,Credit Card,Stayed,13
,0608-JDVEC,0,1013.2,1106.7,No,93.5,0,Two Year,50,5,19.8,Bank Withdrawal,Stayed,
3,0611-DFXKO,0,1820.45,2181.45,Yes,361,0,Month-to-Month,20,1,89,Credit Card,Churned,5
6,0612-RTZZA,0,25.25,25.25,No,0,0,Month-to-Month,1,0,25.25,Bank Withdrawal,Churned,15
,0613-WUXUM,0,1401.4,4105.5,Yes,2704.1,0,Two Year,70,1,19.2,Credit Card,Stayed,
2,0616-ATFGB,0,25.05,25.05,No,0,0,Month-to-Month,1,1,25.05,Bank Withdrawal,Churned,18
5,0617-AQNWT,0,3147.5,3147.5,No,0,0,Two Year,64,5,47.85,Bank Withdrawal,Churned,27
1,0617-FHSGK,0,3678.3,4633.22,No,934.92,20,Month-to-Month,49,0,75.2,Credit Card,Churned,24
14,0618-XWMSS,0,2068.55,3308.39,Yes,1239.84,0,Month-to-Month,28,0,74.9,Bank Withdrawal,Churned,5
,0619-OLYUR,0,8071.05,11514.81,Yes,3443.76,0,Two Year,72,1,111.9,Credit Card,Stayed,27
,0620-DLSLK,0,1028.9,1473.24,Yes,444.34,0,Month-to-Month,13,0,81.9,Credit Card,Stayed,19
,0620-XEFWH,0,84.2,240.36,No,156.16,0,Month-to-Month,4,1,18.85,Credit Card,Stayed,
,0621-CXBKL,0,1005.7,1552.66,No,546.96,0,Two Year,53,0,18.7,Mailed Check,Stayed,
,0621-HJWXJ,0,5029.05,6361.5,Yes,1332.45,0,Month-to-Month,63,1,81.55,Bank Withdrawal,Stayed,24
,0621-JFHOL,0,299.05,299.05,Yes,0,0,Two Year,10,0,29.6,Mailed Check,Stayed,29
,0621-TSSMU,0,1126.75,3863.47,No,2736.72,0,One Year,56,0,19.95,Credit Card,Stayed,
12,0621-TWIEM,0,402.6,747,Yes,344.4,0,Month-to-Month,10,0,45.55,Bank Withdrawal,Churned,69
,0623-EJQEG,0,6069.25,6276.05,No,176.8,30,One Year,65,0,93.55,Bank Withdrawal,Stayed,16
,0623-GDISB,0,48.45,64.87,Yes,16.42,0,Month-to-Month,1,0,48.45,Bank Withdrawal,Joined,21
5,0623-IIHUG,0,840.1,840.1,Yes,0,0,Month-to-Month,21,0,-10,Bank Withdrawal,Churned,8
,0625-AFOHS,0,558.8,1557.56,No,998.76,0,Two Year,29,5,20.2,Credit Card,Stayed,
,0626-QXNGV,0,1776.45,4511.01,Yes,2734.56,0,Two Year,72,7,24.15,Credit Card,Stayed,
9,0628-CNQRM,0,1544.05,1979.65,Yes,435.6,0,One Year,22,1,67.5,Bank Withdrawal,Churned,17
8,0634-SZPQA,27.38,2169.8,2224.07,Yes,81.65,0,Month-to-Month,23,0,90.05,Bank Withdrawal,Churned,4
,0635-WKOLD,0,2921.75,3871.35,No,949.6,0,One Year,40,0,70.75,Credit Card,Stayed,22
9,0637-KVDLV,0,162.45,196.89,Yes,34.44,0,Month-to-Month,2,0,76.5,Bank Withdrawal,Churned,30
8,0637-UBJRP,23.97,1095.3,1460.29,No,388.96,0,Month-to-Month,13,5,84.05,Bank Withdrawal,Churned,21
18,0637-YLETY,0,1555.65,1859.49,Yes,303.84,0,Month-to-Month,16,0,95.6,Credit Card,Churned,30
11,0639-TSIQW,0,6886.25,9398.75,Yes,2512.5,0,Month-to-Month,67,0,102.95,Credit Card,Churned,30
,0640-YJTPY,0,1493.75,1904.15,No,410.4,0,Two Year,72,3,21,Bank Withdrawal,Stayed,
,0641-EVBOJ,0,214.4,369.31,Yes,134.91,20,Month-to-Month,3,0,82.3,Credit Card,Joined,16
10,0643-OKLRP,0,3825.85,5716.42,No,1800.57,90,Month-to-Month,47,1,80.35,Bank Withdrawal,Churned,7
,0644-OQMDK,0,293.85,318.57,Yes,24.72,0,Month-to-Month,4,0,70.65,Bank Withdrawal,Stayed,12
,0650-BWOZN,0,1359.45,1494.63,Yes,135.18,0,Two Year,18,0,73.55,Bank Withdrawal,Stayed,24
12,0654-HMSHN,0,2157.95,3053.6,No,895.65,0,Month-to-Month,21,1,104.4,Bank Withdrawal,Churned,3
,0654-PQKDW,0,4263.45,6870.55,Yes,2607.1,0,One Year,62,5,70.75,Bank Withdrawal,Stayed,20
2,0655-RBDUG,0,713,777.75,Yes,64.75,0,Month-to-Month,7,0,98.05,Bank Withdrawal,Churned,29
,0655-YDGFJ,0,1323.7,1615.44,No,291.74,0,Month-to-Month,29,0,48.95,Bank Withdrawal,Stayed,25
,0657-DOGUM,0,2985.25,5231.81,Yes,2146.56,100,One Year,48,1,60.6,Bank Withdrawal,Stayed,13
,0661-KBKPA,0,3942.45,5631.03,Yes,1688.58,0,One Year,53,7,78.75,Credit Card,Stayed,56
,0661-KQHNK,0,105.5,285.56,No,180.06,0,One Year,6,0,19,Credit Card,Stayed,
,0661-WCQNQ,0,1292.2,1561.16,Yes,168.96,100,One Year,22,8,56.25,Credit Card,Stayed,7
2,0661-XEYAN,0,25.8,45.8,Yes,0,20,Month-to-Month,1,0,25.8,Mailed Check,Churned,26
,0665-XHDJU,0,7285.7,9802.1,Yes,2516.4,0,Two Year,72,7,99.4,Bank Withdrawal,Stayed,48
,0666-UXTJO,0,2874.45,3882.89,Yes,1008.44,0,Month-to-Month,34,4,85.2,Credit Card,Stayed,29
,0667-NSRGI,0,3435.6,4253.04,Yes,817.44,0,One Year,48,3,69.55,Credit Card,Stayed,15
,0668-OGMHD,0,629.35,629.35,No,0,0,Month-to-Month,21,8,28.5,Bank Withdrawal,Stayed,59
,0670-ANMUU,0,6687.85,7864.32,No,1176.47,0,One Year,71,0,97.65,Credit Card,Stayed,5
,0670-KDOMA,0,20.25,48.43,Yes,28.18,0,Month-to-Month,1,0,20.25,Credit Card,Joined,
,0673-IGUQO,0,20.45,50.54,No,30.09,0,Month-to-Month,1,0,20.45,Credit Card,Joined,
,0674-DGMAQ,0,2970.8,4364.08,Yes,1393.28,0,Two Year,32,9,93.5,Bank Withdrawal,Stayed,3
