Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Unlimited Data,Phone Service,Streaming TV,Streaming Movies,Streaming Music,Premium Tech Support,Offer,Customer ID
No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,None,0412-UCCNP
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,Offer E,0415-MOSGF
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,No,Offer B,0419-YAAPX
,Yes,DSL,No,No,No,Yes,No,No,No,No,No,None,0420-BWTPW
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,No,None,0420-HLGXF
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Offer A,0420-TXVSG
No,No,,,,,,Yes,,,,,None,0422-OHQHQ
Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Offer B,0422-UXFAP
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,Yes,None,0423-UDIJQ
No,No,,,,,,Yes,,,,,Offer E,0426-TIRNE
No,No,,,,,,Yes,,,,,Offer C,0428-AXXLJ
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,No,None,0428-IKYCP
Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,None,0430-IHCDJ
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,0431-APWVY
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,0432-CAJZV
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,0434-CSFON
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,0436-TWFFZ
No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,No,Offer D,0439-IFYUN
No,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Offer B,0440-EKDCF
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0440-MOGPM
Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,Offer B,0440-QEXBZ
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,None,0440-UEDAI
No,No,,,,,,Yes,,,,,None,0442-TDYUO
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Offer B,0442-ZXKVS
,Yes,Cable,Yes,No,Yes,No,No,No,Yes,Yes,No,None,0447-BEMNG
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Offer C,0447-RXSGD
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,Yes,Offer C,0454-OKRCT
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,None,0455-ENTCR
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,0455-XFASS
,Yes,Cable,No,No,Yes,No,No,No,No,No,Yes,Offer D,0458-HEUZG
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0459-SPZHJ
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Yes,None,0461-CVKMU
Yes,No,,,,,,Yes,,,,,None,0463-TXOAK
No,No,,,,,,Yes,,,,,Offer E,0463-WZZKO
No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes,No,None,0463-ZSDNT
No,No,,,,,,Yes,,,,,None,0464-WJTKO
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer C,0468-YRPXN
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,0471-ARVMX
Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0471-LVHGK
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,Offer B,0475-RIJEP
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer C,0479-HMSWA
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer D,0480-BIXDE
Yes,No,,,,,,Yes,,,,,None,0480-KYJVA
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Offer B,0481-SUMCB
No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,0484-FFVBJ
Yes,No,,,,,,Yes,,,,,None,0484-JPBRU
Yes,No,,,,,,Yes,,,,,None,0485-ZBSLN
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,None,0486-HECZI
No,No,,,,,,Yes,,,,,Offer D,0486-LGCCH
No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,0487-CRLZF
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,None,0487-RPVUM
No,No,,,,,,Yes,,,,,None,0487-VVUVK
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,0488-GSLFR
No,Yes,Cable,No,No,No,Yes,Yes,No,No,No,Yes,Offer D,0489-WMEMG
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,No,Offer D,0491-KAPQG
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,None,0495-RVCBF
Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,No,None,0495-ZBNGW
No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer C,0496-AHOOK
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,No,No,None,0504-HHAPI
No,No,,,,,,Yes,,,,,Offer A,0505-SPOOW
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,No,None,0506-LVNGN
No,No,,,,,,Yes,,,,,None,0506-YLVKJ
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,0508-OOLTO
No,No,,,,,,Yes,,,,,Offer B,0508-SQWPL
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,0511-JTEOY
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,No,None,0512-FLFDW
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,None,0513-RBGPE
No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,No,None,0515-YPMCW
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0516-OOHAR
No,No,,,,,,Yes,,,,,None,0516-QREYC
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,None,0516-UXRMT
No,No,,,,,,Yes,,,,,Offer D,0516-VRYBW
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,Yes,None,0516-WJVXC
No,No,,,,,,Yes,,,,,None,0519-DRGTI
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,0519-XUZJU
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0520-FDVVT
,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,No,Yes,None,0523-VNGTF
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,Offer C,0524-IAVZO
,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,No,No,Offer A,0526-SXDJP
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer D,0529-ONKER
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,0530-IJVDB
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,None,0531-XBKMM
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,0531-ZZJWQ
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,No,Offer B,0533-BNWKF
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No,No,None,0533-UCAAU
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0536-ACXIP
No,No,,,,,,Yes,,,,,None,0536-BGFMZ
No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,0536-ESJEP
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Offer C,0537-QYZZN
No,Yes,Cable,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Offer E,0541-FITGH
No,No,,,,,,Yes,,,,,Offer D,0547-HURJB
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,None,0549-CYCQN
No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,None,0550-DCXLH
No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Offer B,0556-FJEGU
No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,No,Yes,Offer D,0557-ASKVU
No,No,,,,,,Yes,,,,,Offer C,0559-CKHUS
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,None,0562-FGDCR
Yes,No,,,,,,Yes,,,,,Offer A,0562-HKHML
,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Offer A,0562-KBDVM
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,0564-JJHGS
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,None,0564-MUUQK
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Offer A,0565-IYCGT
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,None,0565-JUPYD
No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,None,0567-GGCAC
,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,No,None,0567-XRHCU
Yes,No,,,,,,Yes,,,,,Offer E,0568-ONFPC
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,No,None,0570-BFQHT
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Offer B,0572-ZJKLT
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Offer B,0575-CUQOV
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,None,0576-WNXXC
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Offer D,0577-WHMEV
No,Yes,Cable,No,Yes,No,Yes,Yes,No,Yes,Yes,No,None,0578-SKVMF
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Offer B,0580-PIQHM
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,None,0581-BXBUB
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,No,Offer C,0581-MDMPW
No,No,,,,,,Yes,,,,,None,0582-AVCLN
Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,None,0584-BJQGZ
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,No,Offer B,0585-EGDDA
No,Yes,Cable,Yes,No,No,No,Yes,No,No,No,No,None,0587-DMGBH
No,No,,,,,,Yes,,,,,Offer D,0594-UFTUL
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,None,0595-ITUDF
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0596-BQCEQ
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,0599-XNYDO
,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,No,Offer D,0601-WZHJF
No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,None,0602-DDUML
No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer D,0603-OLQDC
Yes,No,,,,,,Yes,,,,,Offer B,0603-TPMIB
No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,0604-THJFP
No,No,,,,,,Yes,,,,,Offer B,0607-DAAHE
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0607-MVMGC
No,No,,,,,,Yes,,,,,Offer B,0608-JDVEC
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer D,0611-DFXKO
,Yes,DSL,No,No,No,Yes,No,No,No,No,No,Offer E,0612-RTZZA
No,No,,,,,,Yes,,,,,None,0613-WUXUM
,Yes,Cable,No,No,No,Yes,No,No,No,No,No,Offer E,0616-ATFGB
,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,None,0617-AQNWT
Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,No,None,0617-FHSGK
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Offer C,0618-XWMSS
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,0619-OLYUR
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,0620-DLSLK
No,No,,,,,,Yes,,,,,Offer E,0620-XEFWH
No,No,,,,,,Yes,,,,,Offer B,0621-CXBKL
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,Offer B,0621-HJWXJ
,Yes,Cable,No,No,No,Yes,No,No,No,No,Yes,Offer D,0621-JFHOL
No,No,,,,,,Yes,,,,,None,0621-TSSMU
No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,No,Offer D,0621-TWIEM
Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Offer B,0623-EJQEG
No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,No,No,None,0623-GDISB
,Yes,Cable,Yes,No,No,Yes,No,Yes,No,No,No,None,0623-IIHUG
No,No,,,,,,Yes,,,,,Offer C,0625-AFOHS
Yes,No,,,,,,Yes,,,,,None,0626-QXNGV
No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,None,0628-CNQRM
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,None,0634-SZPQA
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Offer B,0635-WKOLD
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,0637-KVDLV
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Offer D,0637-UBJRP
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Offer D,0637-YLETY
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Offer A,0639-TSIQW
No,No,,,,,,Yes,,,,,Offer A,0640-YJTPY
No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,None,0641-EVBOJ
Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,None,0643-OKLRP
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,0644-OQMDK
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,None,0650-BWOZN
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer D,0654-HMSHN
No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,None,0654-PQKDW
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer E,0655-RBDUG
No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No,No,Offer C,0655-YDGFJ
Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Offer B,0657-DOGUM
Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,0661-KBKPA
No,No,,,,,,Yes,,,,,None,0661-KQHNK
No,Yes,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Offer D,0661-WCQNQ
,Yes,DSL,No,No,No,No,No,No,No,No,No,None,0661-XEYAN
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,0665-XHDJU
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,No,Offer C,0666-UXTJO
Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,None,0667-NSRGI
,Yes,DSL,Yes,No,No,Yes,No,No,No,No,No,Offer D,0668-OGMHD
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,None,0670-ANMUU
No,No,,,,,,Yes,,,,,Offer E,0670-KDOMA
No,No,,,,,,Yes,,,,,None,0673-IGUQO
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Offer C,0674-DGMAQ
No,Yes,DSL,No,No,No,Yes,Yes,Yes,No,No,No,None,0674-EYYZV
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Offer B,0674-GCDXG
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,0675-NCDYU
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,0678-RLHVP
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,0679-IDSTG
No,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,None,0679-TDGAK
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0680-DFNNY
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,Yes,None,0682-USIXD
No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,None,0684-AOSIH
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,0685-MLYYM
Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Offer B,0687-ZVTHB
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Offer B,0689-DSXGL
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,No,Offer D,0689-NKYLF
No,No,,,,,,Yes,,,,,Offer E,0690-SRQID
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0691-IFBQW
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0691-JVSYA
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,0691-NIKRI
No,Yes,Cable,No,Yes,No,No,Yes,No,No,No,Yes,None,0696-UKTOX
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,None,0697-ZMSWS
,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Offer B,0699-NDKJM
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer B,0701-RFGFI
No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Offer E,0701-TJSEF
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Offer E,0702-PGIBZ
No,No,,,,,,Yes,,,,,None,0704-VCUMB
Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Offer A,0707-HOVVN
Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Offer D,0708-LGSMF
Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,No,No,Yes,Offer C,0708-SJDIS
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,0709-TVGUR
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,None,0716-BQNDX
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Offer D,0719-SYFRB
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,0722-SVSFK
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,0722-TROQR
Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,No,None,0723-DRCLG
Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Offer B,0723-FDLAY
,Yes,Cable,No,No,No,No,No,No,Yes,No,No,Offer B,0723-VSOBE
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,0725-CXOTM
Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,No,None,0727-BMPLR
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Offer A,0727-BNRLG
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,No,Offer E,0727-IWKVK
Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Offer A,0730-BGQGF
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Offer C,0730-KOAVE
No,No,,,,,,Yes,,,,,Offer B,0731-EBJQB
Yes,No,,,,,,Yes,,,,,Offer B,0732-OCQOC
Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,No,No,None,0733-VUNUW
No,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer E,0734-OXWBT
,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Offer A,0739-UUAJR
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,None,0742-LAFQK
No,Yes,Cable,No,No,No,Yes,Yes,No,No,No,Yes,None,0742-MOABM
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,No,Offer E,0742-NXBGR
No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,None,0743-HNPFG
,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,None,0743-HRVFF
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,0744-BIKKF
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Offer B,0744-GKNGE
,Yes,Cable,No,No,No,Yes,No,No,No,Yes,No,Offer E,0746-JTRFU
No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,0748-RDGGM
,Yes,DSL,No,No,No,Yes,No,Yes,Yes,No,No,None,0749-IRGQE
No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Offer B,0750-EBAIU
No,No,,,,,,Yes,,,,,Offer E,0750-EKNGL
No,No,,,,,,Yes,,,,,Offer E,0754-EEBDC
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0754-UKWQP
,Yes,DSL,No,No,Yes,Yes,No,No,No,No,Yes,Offer B,0756-MPZRL
Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Offer B,0757-WCUUZ
No,No,,,,,,Yes,,,,,Offer E,0761-AETCS
,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Offer A,0769-MURVM
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Offer A,0771-CHWSK
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer D,0771-WLCLA
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Offer E,0772-GYEQQ
Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,No,No,None,0774-IFUVM
,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Offer A,0774-RMNUW
,Yes,DSL,No,No,No,Yes,No,Yes,No,No,No,None,0778-NELLA
No,No,,,,,,Yes,,,,,None,0780-XNZFN
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0781-LKXBR
Yes,No,,,,,,Yes,,,,,None,0784-GTUUK
No,No,,,,,,Yes,,,,,None,0784-ZQJZX
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,None,0786-IVLAW
,Yes,DSL,No,Yes,No,Yes,No,Yes,No,No,No,None,0786-VSSUD
No,No,,,,,,Yes,,,,,Offer D,0787-LHDYT
No,No,,,,,,Yes,,,,,Offer B,0788-DXBFY
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Offer E,0793-TWELN
No,No,,,,,,Yes,,,,,Offer A,0794-YVSGE
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0795-GMVQO
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,0795-LAFGP
Yes,No,,,,,,Yes,,,,,Offer A,0795-XCCTE
No,Yes,Cable,No,No,No,Yes,Yes,No,No,No,No,Offer D,0799-DDIHE
,Yes,DSL,No,No,No,Yes,No,No,No,No,No,None,0804-XBFBV
Yes,No,,,,,,Yes,,,,,Offer B,0804-YGEQV
No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,No,Yes,Offer E,0807-ZABDG
Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,None,0810-BDHAW
Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,None,0810-DHDBD
,Yes,Cable,No,Yes,No,No,No,No,No,No,No,None,0811-GSDTP
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,0812-WUPTB
Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,0813-TAXXS
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,0815-MFZGM
No,No,,,,,,Yes,,,,,None,0816-TSPHQ
No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,0817-HSUSE
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,None,0818-OCPZO
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Offer D,0820-FNRNX
,Yes,DSL,No,No,No,Yes,No,No,Yes,Yes,No,Offer E,0822-GAVAP
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer C,0822-QGCXA
,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,No,None,0823-HSCDJ
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,None,0824-VWDPO
No,No,,,,,,Yes,,,,,None,0825-CPPQH
No,No,,,,,,Yes,,,,,Offer C,0827-ITJPH
No,No,,,,,,Yes,,,,,None,0829-DDVLK
No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,No,None,0829-XXPLX
No,No,,,,,,Yes,,,,,Offer A,0831-JNISG
No,No,,,,,,Yes,,,,,None,0835-DUUIQ
